COUNTYFP,NAME,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSDDUC,G16USSRKIR,G16USSLMCM,G16USSGSUM,G16USSOWRI,G16COMDMEN,G16COMRMUN,G16COMLBAL,G16COMGCUR,NEIGHBORS,NEIGHBOR
"031",WHEELING 76,"606","290","32","22","11","528","328","40","29","0","501","346","42","26","NORTHFIELD 54,NORTHFIELD 16,WHEELING 49,WHEELING 1,WHEELING 67,NORTHFIELD 50,WHEELING 29,WHEELING 37","NORTHFIELD 54 31,NORTHFIELD 16 31,WHEELING 49 31,WHEELING 1 31,WHEELING 67 31,NORTHFIELD 50 31,WHEELING 29 31,WHEELING 37 31"
"031",WHEELING 77,"225","93","7","5","1","199","98","12","14","0","198","101","8","12","NORTHFIELD 50,WHEELING 29,WHEELING 43,WHEELING 12,NORTHFIELD 27,WHEELING 80","NORTHFIELD 50 31,WHEELING 29 31,WHEELING 43 31,WHEELING 12 31,NORTHFIELD 27 31,WHEELING 80 31"
"031",WHEELING 80,"419","230","18","15","8","383","230","23","25","3","358","245","25","25","WHEELING 12,WHEELING 16,NORTHFIELD 27,WHEELING 77","WHEELING 12 31,WHEELING 16 31,NORTHFIELD 27 31,WHEELING 77 31"
"031",WHEELING 85,"332","230","10","8","9","292","268","11","10","1","258","290","19","10","WHEELING 12,WHEELING 75,WHEELING 11,WHEELING 56,NORTHFIELD 39,NORTHFIELD 27","WHEELING 12 31,WHEELING 75 31,WHEELING 11 31,WHEELING 56 31,NORTHFIELD 39 31,NORTHFIELD 27 31"
"097",Moraine 223,"793","110","13","6","26","628","309","10","5","0","587","305","15","12","Moraine 216,Moraine 221,Moraine 224,Moraine 220,Moraine 219,NEW TRIER 1,NEW TRIER 2,NORTHFIELD 55","Moraine 216 97,Moraine 221 97,Moraine 224 97,Moraine 220 97,Moraine 219 97,NEW TRIER 1 31,NEW TRIER 2 31,NORTHFIELD 55 31"
"097",Moraine 224,"551","89","24","6","15","418","256","10","2","1","379","265","13","6","Moraine 223,Moraine 221,Moraine 222,NEW TRIER 1,NEW TRIER 2,Voting Districts Not Defined,Voting District Not Defined","Moraine 223 97,Moraine 221 97,Moraine 222 97,NEW TRIER 1 31,NEW TRIER 2 31,Voting Districts Not Defined 31,Voting District Not Defined 97"
"097",Moraine 220,"632","137","12","3","19","504","284","10","6","0","486","277","15","8","Moraine 223,Moraine 218,Moraine 219,NORTHFIELD 55","Moraine 223 97,Moraine 218 97,Moraine 219 97,NORTHFIELD 55 31"
"097",Moraine 218,"624","101","18","6","13","431","314","7","3","0","406","299","14","5","Moraine 215,Moraine 220,Moraine 219,NORTHFIELD 40,West Deerfield 401,West Deerfield 402,NORTHFIELD 55","Moraine 215 97,Moraine 220 97,Moraine 219 97,NORTHFIELD 40 31,West Deerfield 401 97,West Deerfield 402 97,NORTHFIELD 55 31"
"097",Vernon 287,"553","285","38","14","20","425","454","10","6","2","362","497","13","12","Vernon 281,Vernon 276,Vernon 268,Vernon 286,West Deerfield 390,Vernon 270,NORTHFIELD 54,WHEELING 67","Vernon 281 97,Vernon 276 97,Vernon 268 97,Vernon 286 97,West Deerfield 390 97,Vernon 270 97,NORTHFIELD 54 31,WHEELING 67 31"
"097",West Deerfield 398,"813","189","24","4","14","639","379","11","7","0","582","398","15","13","West Deerfield 391,West Deerfield 394,West Deerfield 390,NORTHFIELD 3,NORTHFIELD 54,West Deerfield 399,West Deerfield 400","West Deerfield 391 97,West Deerfield 394 97,West Deerfield 390 97,NORTHFIELD 3 31,NORTHFIELD 54 31,West Deerfield 399 97,West Deerfield 400 97"
"097",West Deerfield 390,"328","174","30","3","15","241","292","9","3","1","232","289","12","9","Vernon 264,West Deerfield 388,West Deerfield 391,Vernon 287,Vernon 269,Vernon 270,NORTHFIELD 54,West Deerfield 398,WHEELING 67","Vernon 264 97,West Deerfield 388 97,West Deerfield 391 97,Vernon 287 97,Vernon 269 97,Vernon 270 97,NORTHFIELD 54 31,West Deerfield 398 97,WHEELING 67 31"
"097",West Deerfield 399,"930","140","42","10","21","720","413","6","7","0","635","434","22","11","West Deerfield 394,NORTHFIELD 3,NORTHFIELD 54,West Deerfield 398,West Deerfield 400","West Deerfield 394 97,NORTHFIELD 3 31,NORTHFIELD 54 31,West Deerfield 398 97,West Deerfield 400 97"
"097",West Deerfield 400,"756","195","43","13","22","598","404","13","10","1","553","401","29","7","West Deerfield 395,West Deerfield 394,NORTHFIELD 3,West Deerfield 399,West Deerfield 398,NORTHFIELD 58,West Deerfield 401,West Deerfield 402","West Deerfield 395 97,West Deerfield 394 97,NORTHFIELD 3 31,West Deerfield 399 97,West Deerfield 398 97,NORTHFIELD 58 31,West Deerfield 401 97,West Deerfield 402 97"
"097",West Deerfield 401,"602","165","19","6","14","499","284","14","1","0","463","289","14","7","Moraine 218,West Deerfield 400,NORTHFIELD 58,NORTHFIELD 40,West Deerfield 402","Moraine 218 97,West Deerfield 400 97,NORTHFIELD 58 31,NORTHFIELD 40 31,West Deerfield 402 97"
